,Unnamed: 0,id,text_review,aspect,polarity_aspect,category_aspect,all_aspects,all_categories
125,125,aAkM6jju1tH9S77rgiOXFomSyUKO-3724543___rating_3.txt,"Angajati nu sint de gasit iar cind ii gasesit nu sint de ajutor .Lipsa articolelor sau marimile la fel nu se gasesc si comenzile nu sint luate in seama.Va inteleg proba produselor cum sint ..trotinete,biciclete etc dar se pot produce oricind accidente...",Angajati nu sint de gasit iar cind ii gasesit nu sint de ajutor,-1.0,personal,Angajati nu sint de gasit iar cind ii gasesit nu sint de ajutor; Lipsa articolelor; marimile la fel nu se gasesc; comenzile nu sint luate in seama; ,personal; disponibilitate; disponibilitate; comanda; 
129,129,aAl4xWleBVIhIj3JqLafSinNPpEO-1109516___rating_5.txt,"Le-am luat pentru un traseu de munte unde trebuie sa te tii de lant pentru a te catara. Nu am alunecat, desi ploua, au tinut de cald si au protejat palmele de bataturi.","Nu am alunecat, desi ploua",1.0,aderenta,"Nu am alunecat, desi ploua; au tinut de cald; au protejat palmele de bataturi; ",aderenta; confort; confort; 
132,132,aalR0ChK6PvBu.6q71JW.NVgXE3m-1278408___rating_5.txt,"Cateodata nu prea gasesti angajatii sa te ajute,unele rafturi sunt prea inalte(am 1.68) si nu cred ca am vazut un cititor de preturi,sa pot verifica singura,reducerile nu sunt foarte vizibile pentru client.In rest,atmosfera este super,iti inspira lejeritate si libertate,nu esti presat sa cumperi in calitate de client",Cateodata nu prea gasesti angajatii sa te ajute,-1.0,personal,"Cateodata nu prea gasesti angajatii sa te ajute; nu cred ca am vazut un cititor de preturi,sa pot verifica singura; reducerile nu sunt foarte vizibile pentru client; In rest,atmosfera este super,iti inspira lejeritate si libertate; ",personal; servicii; organizare; atmosfera; 
136,136,aAp8MW27gVaJ9BzRXE6MuX6bUFCu-2215685___rating_5.txt,Totul este aranjat frumos si cu gust.Magazinul este destul de mare cu o gama diversa de produse si personal excelent.,Totul este aranjat frumos si cu gust,1.0,aranjare,Totul este aranjat frumos si cu gust; Magazinul este destul de mare; o gama diversa de produse; personal excelent; ,aranjare; magazin; varietate; personal; 
140,140,aAu9G1Q9Q3xPWThWrl9QamgucRQ8-5673474___rating_2.txt,"preturi crescute, ati schimbat politica de preturi in raport cu anii trecuti si ati ajuns cu preturile peste concurenta, cred ca o sa pierdeti client in timp, pacat!",preturi crescute,-1.0,pret,preturi crescute; ati ajuns cu preturile peste concurenta; ,pret; pret; 
142,142,aAWJXZLoBDlTPpwKa8um8Qb78kL8-5578201___rating_3.txt,"deranjeaza schimbarea (periodic) a locului de prezentarea a produselor, esti obligat sa bajbai printre rafturi cautand ceea ce doresti sa cumperi si se pierde foarte mult timp. In plus angajatii sunt si ei dezorientati si nu te pot indruma. Cunosc scopul acestor """"reamenajari"""", insa pentru client este neplacut, mai ales cand este grabit !",deranjeaza schimbarea (periodic) a locului de prezentarea a produselor,-1.0,aranjare,deranjeaza schimbarea (periodic) a locului de prezentarea a produselor; In plus angajatii sunt si ei dezorientati si nu te pot indruma; ,aranjare; personal; 
144,144,aAXA46SIDivGa71RCkXwKzRKXsPS-5603584___rating_5.txt,In acest magazin gasesti mereu ce cauti si intotdeauna te surprinde cu inca ceva in plus care iti trebuie.,In acest magazin gasesti mereu ce cauti si intotdeauna te surprinde cu inca ceva in plus care iti trebuie,1.0,disponibilitate,In acest magazin gasesti mereu ce cauti si intotdeauna te surprinde cu inca ceva in plus care iti trebuie; ,disponibilitate; 
145,145,aa_HynzTiV._w4gQhMWecmXyi8gm-5807626___rating_5.txt,Magazinul se adreseaza  profesionistilor  si amatorilor. Totul este sa vrei sa faci miscare.Aici gasesti motivarea !,Magazinul se adreseaza  profesionistilor  si amatorilor,1.0,magazin,Magazinul se adreseaza  profesionistilor  si amatorilor; ,magazin; 
146,146,abD4jLWX73w5ndLkjd7H.qU4gpxO-1402987___rating_1.txt,"...am cumparat trei perechi de incaltaminte, nu se potrivesc numerele am incercat sa sun la un nr de telefon. Am nimerit nr de telefon din magazinul Pallady. De acolo mi s-a dat alt nr in Iuliu Maniu (021408500), am sunat si se auzea operatorul telefonic spunand ``post telefonic deranjat``, am mai incercat, insa tot fara succes. Am revenit cu telefon in mag din Pallady, de unde o anumita d-ra sau d-na Elena mi-a raspuns in doi peri fara politete sau sa incerce sa ma ajute in vreun fel spunandu-mi intr-una ca doar ala este singurul nr de telefon (0214085000)...cumparaturile le-am facut on-line, specific!","am cumparat trei perechi de incaltaminte, nu se potrivesc numerele",-1.0,marimi,"am cumparat trei perechi de incaltaminte, nu se potrivesc numerele; anumita d-ra sau d-na Elena mi-a raspuns in doi peri fara politete sau sa incerce sa ma ajute in vreun fel spunandu-mi intr-una ca doar ala este singurul nr de telefon; ",marimi; personal; 
148,148,aBdkK90zuhbVCo9ubY8QwIjouMU4-2052698___rating_1.txt,Piciorul stang e perfect dar cel drept e stramb fabricat. E prima data cand patesc asa ceva la adidasi. As dori sa-i returnez.,Piciorul stang e perfect dar cel drept e stramb fabricat,-1.0,produs,Piciorul stang e perfect dar cel drept e stramb fabricat; ,produs; 
149,149,aBgjy_oRbfLX_hzZPyBvmayCjMBC-3640665___rating_5.txt,"Ar putea fi produse promoționale gratuite pentru copii la case, lucruri mici simbolice, fără costuri mari!","Ar putea fi produse promoționale gratuite pentru copii la case, lucruri mici simbolice, fără costuri mari",0.0,varietate,"Ar putea fi produse promoționale gratuite pentru copii la case, lucruri mici simbolice, fără costuri mari; ",varietate; 
150,150,aBKxDFIRJ5WnbAI9tIE.r7F_2dee-4362050___rating_5.txt,Am achizitionat acest produs pentru a ma introduce in lumea pescuitului. Undita este perfecta pentru un pescar incepator: usor de folosit si de transportat. Imi fac damblaua pe bani putini.,Undita este perfecta pentru un pescar incepator,1.0,utilitate,Undita este perfecta pentru un pescar incepator; usor de folosit si de transportat; Imi fac damblaua pe bani putini; ,utilitate; utilizare; pret; 
153,153,abq5xsyyjNcmO9dhZiuiDYiuLafi-5404655___rating_5.txt,"Am prins si cateva reduceri care m-au facut sa cumpar cateva produse (incaltaminte sport, tricouri si pantalon sport) de foarte buna calitate.",Am prins si cateva reduceri,1.0,pret,"Am prins si cateva reduceri; produse (incaltaminte sport, tricouri si pantalon sport) de foarte buna calitate; ",pret; calitate; 
155,155,aBQwUWihzObWy5xDGmwVp4u.bTti-4235249___rating_3.txt,"Buna ziua,as vrea sa vad o disponibilitate mai mare la articole de incaltaminte drumetie barbatiatat pentru vara cat si pentru toamna iarna. Deasemenea, multe polite goale dau magazinului o nota mica privind aprovizionarea. Acum 2 ani mi am cumparat 4 perechi de incaltaminte. Tenesi, pantofi de alergat, de drumetie. Acum nu mai am ce sa aleg.",as vrea sa vad o disponibilitate mai mare la articole de incaltaminte drumetie barbatiatat pentru vara cat si pentru toamna iarna,-1.0,disponibilitate,as vrea sa vad o disponibilitate mai mare la articole de incaltaminte drumetie barbatiatat pentru vara cat si pentru toamna iarna; multe polite goale dau magazinului o nota mica privind aprovizionarea; ,disponibilitate; aprovizionare; 
157,157,abUg_JdlhwlBlweUQCXg4N.8L9La-1663622___rating_3.txt,"Aveti un personal amabil, dar schimbarea amenajari in magazin a echipamentelor si mutarea produselor in alte zone, nu cred ca isi are rostul, clientul cind vine merge de obicei in locul unde stie ca isi gaseste ceea ce cauta,si poate nu are timp pentru a hoinari prin magazin pentru a-l gasi!",Aveti un personal amabil,1.0,personal,"Aveti un personal amabil; schimbarea amenajari in magazin a echipamentelor si mutarea produselor in alte zone, nu cred ca isi are rostul; ",personal; aranjare; 
159,159,aBwyMaUutLj4yRHs7h9LniA9jY8u-4298659___rating_3.txt,"nu am gasit grila de marimi pe site asa ca am optat pt 38, ceea ce inseamna M, ambele tricouri comandate au venit S. Procedura de retur este indoielnica, am solicitat pe email returul catre decathlon si am apelat curierul sa trimita inapoi comanda, acesta a refuzat pe motiv ca decathlonul trebuie sa faca solicitarea de ridicare a returului, nu s-a intamplat asta, port tricourile asa cum sunt, mici/fix.",nu am gasit grila de marimi pe site,-1.0,marimi,nu am gasit grila de marimi pe site; Procedura de retur este indoielnica; ,marimi; retur; 
161,161,aC2gZpHyA6_SnTZ8pu_QssR8mE9C-5683784___rating_5.txt,Comanda a venit foarte repede  ...sunt foarte multumita de produse si este o alternativa foarte buna dat fiind faptul ca nu am un decathlon in orasul meu si practic multe sporturi!,Comanda a venit foarte repede,1.0,livrare,Comanda a venit foarte repede; sunt foarte multumita de produse; ,livrare; produs; 
163,163,ac4xkhCOsBeNtUtqOvd0NsejbpVi-3813321___rating_3.txt,In principiu solicitati o marime mai mare cu un numar decat cea pe care o purtati.,In principiu solicitati o marime mai mare cu un numar decat cea pe care o purtati,0.0,marimi,In principiu solicitati o marime mai mare cu un numar decat cea pe care o purtati; ,marimi; 
164,164,acb181.GAvMVKIt44g04HVCZIn.q-2049971___rating_4.txt,"la magazinul din Craiova , cautati-l pe Stefan pentru ajutor. Este o persoana etrem de amabila si bine instruita. Multumesc Stefan!",Este o persoana etrem de amabila si bine instruita,1.0,personal,Este o persoana etrem de amabila si bine instruita; ,personal; 
165,165,acG99crNOpesZaMg7i_YiRDTDfqa-1470662___rating_4.txt,Am fost in Cluj la Decathlon este de doua oei m-ai aprovizionat cu poduse si promoti am gasit si la articolele de pescuit toata gama de produse CPK.LA ARTICOLE de pescuit  calitatea betelor si mulinetelor pentru crap este slaba nu sunt performante.calitatea lanternelor de cap pentru pescuit nocturn este slaba.(neperformante)M-ai multe promotiI la articole de pescuit,calitatea betelor si mulinetelor pentru crap este slaba,-1.0,calitate,calitatea betelor si mulinetelor pentru crap este slaba; nu sunt performante; calitatea lanternelor de cap pentru pescuit nocturn este slaba; ,calitate; utilizare; calitate; 
168,168,aCkSB26h664aijDxYU6Tpg8Brbpu-4616322___rating_3.txt,Personal aproape absent in interactiunea cu cumparatorul. Aspect general in toate magazinele Decathlon.,Personal aproape absent in interactiunea cu cumparatorul,-1.0,personal,Personal aproape absent in interactiunea cu cumparatorul; ,personal; 
169,169,acO6.ITUB47XwA9F8_b..WA88CkW-5489020___rating_5.txt,"Usoara, suficient de incapatoare (intra o pereche de role marimea 42 si un set complet de aparatoare pentru adulti: genunchiere, cotiere si protectii pentru incheieturile mainilor). Material bine lucrat, se spala foarte usor.","Usoara, suficient de incapatoare",1.0,produs,"Usoara, suficient de incapatoare; Material bine lucrat; se spala foarte usor; ",produs; material; material; 
172,172,aCQX9JiaLV21d9_WJjKZS.loQqKS-2973251___rating_2.txt,"La raionul.de.articole.de.ski batea vantul, 10 casti de ski, foaaaarte putina marfa desi.e.plin.sezon",La raionul.de.articole.de.ski batea vantul,-1.0,aprovizionare,La raionul.de.articole.de.ski batea vantul; foaaaarte putina marfa; ,aprovizionare; aprovizionare; 
174,174,acT.zTOnTq6qP6.zhNqyPrN28wR8-2165263___rating_3.txt,Mai multe produse de calitate...nu se poate sa lipseasca de la raft cele mai bune brand-uri de sport...,Mai multe produse de calitate,-1.0,varietate,Mai multe produse de calitate; nu se poate sa lipseasca de la raft cele mai bune brand-uri de sport; ,varietate; varietate; 
176,176,aCtjPi0EK.JoBgIag9DyyvZE8Ljy-1797274___rating_5.txt,Magazinul vostru este unul exemplar. Va multumesc ca existati.,Magazinul vostru este unul exemplar,1.0,magazin,Magazinul vostru este unul exemplar; ,magazin; 
177,177,ad.cGHro6TMJe.osqAFOu9z3s7gq-5393989___rating_3.txt,"Cand magazinul este plin de copii care incearca diferite produse gen bicicleta, role este foarte greu sa te concentrezi pe ce vrei sa cumperi. Amenajati un alt spatiu pt ei. Multumesc.","Cand magazinul este plin de copii care incearca diferite produse gen bicicleta, role este foarte greu sa te concentrezi pe ce vrei sa cumperi",-1.0,atmosfera,"Cand magazinul este plin de copii care incearca diferite produse gen bicicleta, role este foarte greu sa te concentrezi pe ce vrei sa cumperi; ",atmosfera; 
178,178,aDEU1jBBHSWUg2C0Hv7JQCHhWIIO-4603102___rating_3.txt,"Am facut o rezervare, iar produsele numai erau.  Am ajuns in timp util, nu am intarziat pt termenul de ridicare declarat, dar in final cineva din personalul dvs. a gasit produsele de care aveam nevoie.","Am facut o rezervare, iar produsele numai erau",-1.0,experienta,"Am facut o rezervare, iar produsele numai erau; ",experienta; 
179,179,adK26Xa2tgUEZfXQuuquAcCirWWG-4650333___rating_2.txt,"Ora 17..Angajații aveau un gen de sedinta..erau adunati dupa niste rafturi; disponibil era bodyguardul si o casiera; nu aveai pe cine sa intrebi anumite detalii/marimi referitor la un produs!Niciodată la acest magazin nu am vazut un asistent de vanzari sa fie pe langa clienti, fiecare pe anumite departamente. Mereu trebuie s fugi sa strigi dupa ei!",nu aveai pe cine sa intrebi anumite detalii/marimi referitor la un produs,-1.0,personal,"nu aveai pe cine sa intrebi anumite detalii/marimi referitor la un produs; Niciodată la acest magazin nu am vazut un asistent de vanzari sa fie pe langa clienti, fiecare pe anumite departamente; ",personal; personal; 
181,181,aDn91lFFLxOgD4CfGzUbKBnBOWl8-2395780___rating_5.txt,magazinul si personalul iti ofera posibilitatea sa gasesti orice produs necesar pentru sport,magazinul si personalul iti ofera posibilitatea sa gasesti orice produs necesar pentru sport,1.0,magazin,magazinul si personalul iti ofera posibilitatea sa gasesti orice produs necesar pentru sport; personalul iti ofera posibilitatea sa gasesti orice produs necesar pentru sport; ,magazin; personal; 
183,183,aDnS5ogLbGku37Q7__fyzWBB2ca4-2917139___rating_2.txt,"Lipsa produselor m-a facut sa ma simt ca intr-un depozit gol, nu ca intr-un magazin Decathlon",Lipsa produselor m-a facut sa ma simt ca intr-un depozit gol,-1.0,aprovizionare,Lipsa produselor m-a facut sa ma simt ca intr-un depozit gol; ,aprovizionare; 
184,184,aDQKHZlsvUHm0pCuAkscQqJ.Eskm-1661836___rating_5.txt,"Va salut, am avut o problema  la o bicicleta cumparata de la DETACHLON Iuliu Maniu ( Militari ) si mi s-a rezolvat imediat, profesionist ,ca-n occident si sa fiu sincer nu mai credeam ca este posibil. Este un magazinn super civilizat si profesionist,am cumparat mai multe produse de la ei si sunt multumit de calitatea lor.",am avut o problema  la o bicicleta cumparata de la DETACHLON Iuliu Maniu ( Militari ) si mi s-a rezolvat imediat,1.0,servicii,am avut o problema  la o bicicleta cumparata de la DETACHLON Iuliu Maniu ( Militari ) si mi s-a rezolvat imediat; Este un magazinn super civilizat si profesionist; sunt multumit de calitatea lor; ,servicii; magazin; calitate; 
187,187,aDs5hsdvnlXNGXTjhQUM9gHbcwRu-1507954___rating_3.txt,"foarte mare dezordine la cabinele de proba si in general marfa cu """"pret tehnic""""amestecata","foarte mare dezordine la cabinele de proba si in general marfa cu """"pret tehnic""""amestecata",-1.0,organizare,"foarte mare dezordine la cabinele de proba si in general marfa cu """"pret tehnic""""amestecata; ",organizare; 
188,188,aDW6VJthI.iAYFGfENhuH9Z2Jl2K-3830334___rating_3.txt,Poate ca mai trebuie lucrat la diversitatea produselor pe mai toate segmentele,Poate ca mai trebuie lucrat la diversitatea produselor pe mai toate segmentele,-1.0,varietate,Poate ca mai trebuie lucrat la diversitatea produselor pe mai toate segmentele; ,varietate; 
189,189,adwOADybr6GPe9HxiFM5K92_oi7C-3364213___rating_2.txt,"lipsa internet in locatie. nu s-a putut printa card fidelitate. casierul nu a solicitat card fidelitate. lipsa cod bare la un produs, responsabilul de raion nu a transmis codul si am fost nevoit sa ma intorc la raft pentru a aduce un produs cu acelasi cod, la locul de joaca am gasit ambalaje de dulciuri sub trambulina",nu s-a putut printa card fidelitate,-1.0,servicii,nu s-a putut printa card fidelitate; casierul nu a solicitat card fidelitate; responsabilul de raion nu a transmis codul si am fost nevoit sa ma intorc la raft pentru a aduce un produs cu acelasi cod; la locul de joaca am gasit ambalaje de dulciuri sub trambulina; ,servicii; personal; experienta; experienta; 
193,193,aDZcA73BZqpOPw0ws8hK2RdA0p7C-3966870___rating_3.txt,Am cautat biciclete si pe site se afiseaza una si gasesti alta. Mai concret 2 produse afisate pe site in magazin nu mai existau decat preturile.,Am cautat biciclete si pe site se afiseaza una si gasesti alta,-1.0,disponibilitate,Am cautat biciclete si pe site se afiseaza una si gasesti alta; 2 produse afisate pe site in magazin nu mai existau decat preturile; ,disponibilitate; aprovizionare; 
195,195,adzvc.T3Hn5jOL8Qg1bL5ndZ1ii4-2134707___rating_5.txt,Foarte multumit de faptul ca gasesc tot ceea ce am nevoie pentru sportul pe care il practic,Foarte multumit de faptul ca gasesc tot ceea ce am nevoie pentru sportul pe care il practic,1.0,disponibilitate,Foarte multumit de faptul ca gasesc tot ceea ce am nevoie pentru sportul pe care il practic; ,disponibilitate; 
